0,0,0,0,0,0,0,0,0,0,0
-1.1671,-0.00044647,-1.0687,-0.00039984,-0.95954,-0.00033725,-0.84082,-0.00028758,-0.71369,-0.00023931,-0.00019003
-1.0687,-0.00039984,-0.95954,-0.00033725,-0.84082,-0.00028758,-0.71369,-0.00023931,-0.57941,-0.00019003,-0.00014465
-0.95954,-0.00033725,-0.84082,-0.00028758,-0.71369,-0.00023931,-0.57941,-0.00019003,-0.43933,-0.00014465,-0.00010037
-0.84082,-0.00028758,-0.71369,-0.00023931,-0.57941,-0.00019003,-0.43933,-0.00014465,-0.29485,-0.00010037,-6.2863e-05
-0.71369,-0.00023931,-0.57941,-0.00019003,-0.43933,-0.00014465,-0.29485,-0.00010037,-0.14742,-6.2863e-05,-2.8497e-05
-0.57941,-0.00019003,-0.43933,-0.00014465,-0.29485,-0.00010037,-0.14742,-6.2863e-05,0.0014915,-2.8497e-05,2.1167e-07
-0.43933,-0.00014465,-0.29485,-0.00010037,-0.14742,-6.2863e-05,0.0014915,-2.8497e-05,0.15038,2.1167e-07,2.3113e-05
-0.29485,-0.00010037,-0.14742,-6.2863e-05,0.0014915,-2.8497e-05,0.15038,2.1167e-07,0.29777,2.3113e-05,4.6685e-05
-0.14742,-6.2863e-05,0.0014915,-2.8497e-05,0.15038,2.1167e-07,0.29777,2.3113e-05,0.44218,4.6685e-05,8.6418e-05
0.0014915,-2.8497e-05,0.15038,2.1167e-07,0.29777,2.3113e-05,0.44218,4.6685e-05,0.58216,8.6418e-05,0.00027106
0.15038,2.1167e-07,0.29777,2.3113e-05,0.44218,4.6685e-05,0.58216,8.6418e-05,0.71631,0.00027106,0.00072439
0.29777,2.3113e-05,0.44218,4.6685e-05,0.58216,8.6418e-05,0.71631,0.00027106,0.84329,0.00072439,0.00099999
0.44218,4.6685e-05,0.58216,8.6418e-05,0.71631,0.00027106,0.84329,0.00072439,0.96182,0.00099999,0.00099998
0.58216,8.6418e-05,0.71631,0.00027106,0.84329,0.00072439,0.96182,0.00099999,1.0707,0.00099998,0.00099999
0.71631,0.00027106,0.84329,0.00072439,0.96182,0.00099999,1.0707,0.00099998,1.1689,0.00099999,0.00099998
0.84329,0.00072439,0.96182,0.00099999,1.0707,0.00099998,1.1689,0.00099999,1.2554,0.00099998,0.00099999
0.96182,0.00099999,1.0707,0.00099998,1.1689,0.00099999,1.2554,0.00099998,1.3293,0.00099999,0.00099998
1.0707,0.00099998,1.1689,0.00099999,1.2554,0.00099998,1.3293,0.00099999,1.3899,0.00099998,0.00099998
1.1689,0.00099999,1.2554,0.00099998,1.3293,0.00099999,1.3899,0.00099998,1.4366,0.00099998,0.00099998
1.2554,0.00099998,1.3293,0.00099999,1.3899,0.00099998,1.4366,0.00099998,1.4689,0.00099998,0.00099998
1.3293,0.00099999,1.3899,0.00099998,1.4366,0.00099998,1.4689,0.00099998,1.4865,0.00099998,0.00099999
1.3899,0.00099998,1.4366,0.00099998,1.4689,0.00099998,1.4865,0.00099998,1.4892,0.00099999,0.00099999
1.4366,0.00099998,1.4689,0.00099998,1.4865,0.00099998,1.4892,0.00099999,1.4771,0.00099999,0.00099998
1.4689,0.00099998,1.4865,0.00099998,1.4892,0.00099999,1.4771,0.00099999,1.4501,0.00099998,0.00099998
1.4865,0.00099998,1.4892,0.00099999,1.4771,0.00099999,1.4501,0.00099998,1.4086,0.00099998,0.00099998
1.4892,0.00099999,1.4771,0.00099999,1.4501,0.00099998,1.4086,0.00099998,1.353,0.00099998,0.00099998
1.4771,0.00099999,1.4501,0.00099998,1.4086,0.00099998,1.353,0.00099998,1.2838,0.00099998,0.00099999
1.4501,0.00099998,1.4086,0.00099998,1.353,0.00099998,1.2838,0.00099998,1.2018,0.00099999,0.00099998
1.4086,0.00099998,1.353,0.00099998,1.2838,0.00099998,1.2018,0.00099999,1.1078,0.00099998,0.00099999
1.353,0.00099998,1.2838,0.00099998,1.2018,0.00099999,1.1078,0.00099998,1.0027,0.00099999,0.00099998
1.2838,0.00099998,1.2018,0.00099999,1.1078,0.00099998,1.0027,0.00099999,0.88754,0.00099998,0.00099998
1.2018,0.00099999,1.1078,0.00099998,1.0027,0.00099999,0.88754,0.00099998,0.76349,0.00099998,0.00099998
1.1078,0.00099998,1.0027,0.00099999,0.88754,0.00099998,0.76349,0.00099998,0.6318,0.00099998,0.00089506
