0,0
-1.02,-0.00041227
-1.005,-0.00050039
-0.99,-0.00060058
-0.975,-0.00063426
-0.96,-0.0006348
-0.945,-0.00063723
-0.93,-0.00063838
-0.915,-0.00064044
-0.9,-0.00065716
-0.885,-0.00066117
-0.87,-0.00067248
-0.855,-0.00068537
-0.84,-0.00067732
-0.825,-0.00078934
-0.81,-0.00080126
-0.795,-0.0008951
-0.78,-0.0008896
-0.765,-0.00093467
-0.75,-0.00092437
-0.735,-0.0009621
-0.72,-0.00095452
-0.705,-0.00095053
-0.69,-0.00089522
-0.675,-0.00089936
-0.66,-0.00084181
-0.645,-0.00087445
-0.63,-0.00081859
-0.615,-0.00083374
-0.6,-0.00079659
-0.585,-0.00076658
-0.57,-0.00073386
-0.555,-0.00072836
-0.54,-0.00069465
-0.525,-0.00070848
-0.51,-0.00067524
-0.495,-0.00067928
-0.48,-0.00063553
-0.465,-0.00062078
-0.45,-0.0005717
-0.435,-0.00057878
-0.42,-0.00054455
-0.405,-0.00053237
-0.39,-0.0005011
-0.375,-0.00049291
-0.36,-0.0004644
-0.345,-0.00045099
-0.33,-0.00042281
-0.315,-0.00040718
-0.3,-0.00038386
-0.285,-0.00036239
-0.27,-0.00033843
-0.255,-0.0003383
-0.24,-0.0003102
-0.225,-0.00030166
-0.21,-0.00027824
-0.195,-0.0002538
-0.18,-0.00022995
-0.165,-0.00020676
-0.15,-0.00018874
-0.135,-0.00016653
-0.12,-0.00015089
-0.105,-0.00013125
-0.09,-0.00011569
-0.075,-9.92e-05
-0.06,-7.63e-05
-0.045,-5.83e-05
-0.03,-3.73e-05
-0.015,-1.9e-05
0,-1.17e-07
0.015,1.85e-05
0.03,3.71e-05
0.045,5.57e-05
0.06,7.52e-05
0.075,9.48e-05
0.09,0.00012011
0.105,0.0001361
0.12,0.00016017
0.135,0.00017763
0.15,0.00020115
0.165,0.00021478
0.18,0.00023643
0.195,0.00024557
0.21,0.00026986
0.225,0.00028625
0.24,0.00031211
0.255,0.00033358
0.27,0.00034902
0.285,0.00038199
0.3,0.00040102
0.315,0.00042395
0.33,0.00043688
0.345,0.00046931
0.36,0.00049055
0.375,0.00051288
0.39,0.00053082
0.405,0.00054781
0.42,0.00055391
0.435,0.00058272
0.45,0.00060619
0.465,0.00064105
0.48,0.00066257
0.495,0.00068915
0.51,0.00068402
0.525,0.00073163
0.54,0.00072294
0.555,0.00077546
0.57,0.00076996
0.585,0.00083013
0.6,0.00083836
0.615,0.00088851
0.63,0.00088964
0.645,0.0009347
0.66,0.00094355
0.675,0.00098306
0.69,0.00098413
0.705,0.00099986
0.72,0.00098909
0.735,0.00099998
0.75,0.00099998
0.765,0.00099998
0.78,0.00099998
0.795,0.00099998
0.81,0.00099998
0.825,0.00099998
0.84,0.00099999
0.855,0.00099998
0.87,0.00099999
0.885,0.00099998
0.9,0.00099998
0.915,0.00099998
0.93,0.00099999
0.945,0.00099998
0.96,0.00099998
0.975,0.00099998
0.99,0.00099998
1.005,0.00099998
1.02,0.00099998
1.035,0.00099999
1.05,0.00099999
1.065,0.00099999
1.08,0.00099999
1.095,0.00099999
1.11,0.00099999
1.125,0.00099999
1.14,0.00099998
1.155,0.00099999
1.17,0.00099998
1.185,0.00099998
1.2,0.00099998
1.215,0.00099998
1.23,0.00099998
1.245,0.00099999
1.26,0.00099998
1.275,0.00099998
1.29,0.00099999
1.305,0.00099998
1.32,0.00099998
1.335,0.00099998
1.35,0.00099998
1.365,0.00099998
1.38,0.00099998
1.395,0.00099998
1.41,0.00099998
1.425,0.00099998
1.44,0.00099998
1.455,0.00099998
1.47,0.00099998
1.485,0.00099999
1.5,0.00099999
