0,0,0,0,0,0,0,0,0,0,0
1.328,0.00099999,1.3888,0.00099998,1.4358,0.00099998,1.4684,0.00099998,1.4863,0.00099998,0.00099999
1.3888,0.00099998,1.4358,0.00099998,1.4684,0.00099998,1.4863,0.00099998,1.4893,0.00099999,0.00099999
1.4358,0.00099998,1.4684,0.00099998,1.4863,0.00099998,1.4893,0.00099999,1.4774,0.00099999,0.00099998
1.4684,0.00099998,1.4863,0.00099998,1.4893,0.00099999,1.4774,0.00099999,1.4508,0.00099998,0.00099998
1.4863,0.00099998,1.4893,0.00099999,1.4774,0.00099999,1.4508,0.00099998,1.4096,0.00099998,0.00099998
1.4893,0.00099999,1.4774,0.00099999,1.4508,0.00099998,1.4096,0.00099998,1.3542,0.00099998,0.00099998
1.4774,0.00099999,1.4508,0.00099998,1.4096,0.00099998,1.3542,0.00099998,1.2854,0.00099998,0.00099999
1.4508,0.00099998,1.4096,0.00099998,1.3542,0.00099998,1.2854,0.00099998,1.2036,0.00099999,0.00099998
1.4096,0.00099998,1.3542,0.00099998,1.2854,0.00099998,1.2036,0.00099999,1.1098,0.00099998,0.00099999
1.3542,0.00099998,1.2854,0.00099998,1.2036,0.00099999,1.1098,0.00099998,1.0049,0.00099999,0.00099998
1.2854,0.00099998,1.2036,0.00099999,1.1098,0.00099998,1.0049,0.00099999,0.88993,0.00099998,0.00099998
1.2036,0.00099999,1.1098,0.00099998,1.0049,0.00099999,0.88993,0.00099998,0.76605,0.00099998,0.00099998
1.1098,0.00099998,1.0049,0.00099999,0.88993,0.00099998,0.76605,0.00099998,0.6345,0.00099998,0.00090317
1.0049,0.00099999,0.88993,0.00099998,0.76605,0.00099998,0.6345,0.00099998,0.4966,0.00090317,0.0006886
0.88993,0.00099998,0.76605,0.00099998,0.6345,0.00099998,0.4966,0.00090317,0.35373,0.0006886,0.00048167
0.76605,0.00099998,0.6345,0.00099998,0.4966,0.00090317,0.35373,0.0006886,0.20732,0.00048167,0.00026552
0.6345,0.00099998,0.4966,0.00090317,0.35373,0.0006886,0.20732,0.00048167,0.058826,0.00026552,7.3673e-05
0.4966,0.00090317,0.35373,0.0006886,0.20732,0.00048167,0.058826,0.00026552,-0.090253,7.3673e-05,-0.00011595
0.35373,0.0006886,0.20732,0.00048167,0.058826,0.00026552,-0.090253,7.3673e-05,-0.23843,-0.00011595,-0.0003093
0.20732,0.00048167,0.058826,0.00026552,-0.090253,7.3673e-05,-0.23843,-0.00011595,-0.38422,-0.0003093,-0.00049794
0.058826,0.00026552,-0.090253,7.3673e-05,-0.23843,-0.00011595,-0.38422,-0.0003093,-0.52616,-0.00049794,-0.00070742
-0.090253,7.3673e-05,-0.23843,-0.00011595,-0.38422,-0.0003093,-0.52616,-0.00049794,-0.66283,-0.00070742,-0.00085267
-0.23843,-0.00011595,-0.38422,-0.0003093,-0.52616,-0.00049794,-0.66283,-0.00070742,-0.79287,-0.00085267,-0.00089432
-0.38422,-0.0003093,-0.52616,-0.00049794,-0.66283,-0.00070742,-0.79287,-0.00085267,-0.91497,-0.00089432,-0.00064048
-0.52616,-0.00049794,-0.66283,-0.00070742,-0.79287,-0.00085267,-0.91497,-0.00089432,-1.0279,-0.00064048,-0.00032628
-0.66283,-0.00070742,-0.79287,-0.00085267,-0.91497,-0.00089432,-1.0279,-0.00064048,-1.1306,-0.00032628,-0.00037374
-0.79287,-0.00085267,-0.91497,-0.00089432,-1.0279,-0.00064048,-1.1306,-0.00032628,-1.2219,-0.00037374,-0.00042432
-0.91497,-0.00089432,-1.0279,-0.00064048,-1.1306,-0.00032628,-1.2219,-0.00037374,-1.301,-0.00042432,-0.00047138
-1.0279,-0.00064048,-1.1306,-0.00032628,-1.2219,-0.00037374,-1.301,-0.00042432,-1.3671,-0.00047138,-0.00051471
-1.1306,-0.00032628,-1.2219,-0.00037374,-1.301,-0.00042432,-1.3671,-0.00047138,-1.4194,-0.00051471,-0.0005627
-1.2219,-0.00037374,-1.301,-0.00042432,-1.3671,-0.00047138,-1.4194,-0.00051471,-1.4576,-0.0005627,-0.0005965
-1.301,-0.00042432,-1.3671,-0.00047138,-1.4194,-0.00051471,-1.4576,-0.0005627,-1.4812,-0.0005965,-0.00063766
-1.3671,-0.00047138,-1.4194,-0.00051471,-1.4576,-0.0005627,-1.4812,-0.0005965,-1.4899,-0.00063766,-0.00064507
-1.4194,-0.00051471,-1.4576,-0.0005627,-1.4812,-0.0005965,-1.4899,-0.00063766,-1.4838,-0.00064507,-0.00064556
-1.4576,-0.0005627,-1.4812,-0.0005965,-1.4899,-0.00063766,-1.4838,-0.00064507,-1.4628,-0.00064556,-0.0005994
-1.4812,-0.0005965,-1.4899,-0.00063766,-1.4838,-0.00064507,-1.4628,-0.00064556,-1.4271,-0.0005994,-0.00057874
-1.4899,-0.00063766,-1.4838,-0.00064507,-1.4628,-0.00064556,-1.4271,-0.0005994,-1.3771,-0.00057874,-0.00051015
