0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0.030479,-1.15e-09,500,0.15537,1.7781e-06,500,0.02991,9.6321e-06,500,0.036407,1.7449e-06,500,0.27218,2.1259e-06,1.7058e-05
500,0.15537,1.7781e-06,500,0.02991,9.6321e-06,500,0.036407,1.7449e-06,500,0.27218,2.1259e-06,500,0.50995,1.7058e-05,2.5701e-05
500,0.02991,9.6321e-06,500,0.036407,1.7449e-06,500,0.27218,2.1259e-06,500,0.50995,1.7058e-05,500,0.2853,2.5701e-05,1.74e-05
500,0.036407,1.7449e-06,500,0.27218,2.1259e-06,500,0.50995,1.7058e-05,500,0.2853,2.5701e-05,500,0.10965,1.74e-05,6.453e-06
500,0.27218,2.1259e-06,500,0.50995,1.7058e-05,500,0.2853,2.5701e-05,500,0.10965,1.74e-05,500,-0.15947,6.453e-06,-1.5137e-05
500,0.50995,1.7058e-05,500,0.2853,2.5701e-05,500,0.10965,1.74e-05,500,-0.15947,6.453e-06,500,-0.19499,-1.5137e-05,-1.9498e-05
500,0.2853,2.5701e-05,500,0.10965,1.74e-05,500,-0.15947,6.453e-06,500,-0.19499,-1.5137e-05,500,-0.47706,-1.9498e-05,-6.509e-05
500,0.10965,1.74e-05,500,-0.15947,6.453e-06,500,-0.19499,-1.5137e-05,500,-0.47706,-1.9498e-05,500,-0.50296,-6.509e-05,-6.9451e-05
500,-0.15947,6.453e-06,500,-0.19499,-1.5137e-05,500,-0.47706,-1.9498e-05,500,-0.50296,-6.509e-05,500,-0.41347,-6.9451e-05,-5.3382e-05
500,-0.19499,-1.5137e-05,500,-0.47706,-1.9498e-05,500,-0.50296,-6.509e-05,500,-0.41347,-6.9451e-05,500,-0.54638,-5.3382e-05,-7.8961e-05
500,-0.47706,-1.9498e-05,500,-0.50296,-6.509e-05,500,-0.41347,-6.9451e-05,500,-0.54638,-5.3382e-05,500,-0.44063,-7.8961e-05,-5.8613e-05
500,-0.50296,-6.509e-05,500,-0.41347,-6.9451e-05,500,-0.54638,-5.3382e-05,500,-0.44063,-7.8961e-05,500,-0.38611,-5.8613e-05,-4.88e-05
500,-0.41347,-6.9451e-05,500,-0.54638,-5.3382e-05,500,-0.44063,-7.8961e-05,500,-0.38611,-5.8613e-05,500,-0.67172,-4.88e-05,-0.00010717
500,-0.54638,-5.3382e-05,500,-0.44063,-7.8961e-05,500,-0.38611,-5.8613e-05,500,-0.67172,-4.88e-05,500,-0.63641,-0.00010717,-9.8775e-05
500,-0.44063,-7.8961e-05,500,-0.38611,-5.8613e-05,500,-0.67172,-4.88e-05,500,-0.63641,-0.00010717,500,-0.78086,-9.8775e-05,-0.0001332
500,-0.38611,-5.8613e-05,500,-0.67172,-4.88e-05,500,-0.63641,-0.00010717,500,-0.78086,-9.8775e-05,500,-0.8318,-0.0001332,-0.0001462
500,-0.67172,-4.88e-05,500,-0.63641,-0.00010717,500,-0.78086,-9.8775e-05,500,-0.8318,-0.0001332,500,-0.96168,-0.0001462,-0.00018402
500,-0.63641,-0.00010717,500,-0.78086,-9.8775e-05,500,-0.8318,-0.0001332,500,-0.96168,-0.0001462,500,-0.8458,-0.00018402,-0.00014879
