0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0.030479,-1.12e-09,400,0.15537,2.9263e-06,400,0.02991,1.4773e-05,400,0.036407,2.8714e-06,400,0.27218,3.4993e-06,2.9018e-05
400,0.15537,2.9263e-06,400,0.02991,1.4773e-05,400,0.036407,2.8714e-06,400,0.27218,3.4993e-06,400,0.50995,2.9018e-05,4.1594e-05
400,0.02991,1.4773e-05,400,0.036407,2.8714e-06,400,0.27218,3.4993e-06,400,0.50995,2.9018e-05,400,0.2853,4.1594e-05,3.0336e-05
400,0.036407,2.8714e-06,400,0.27218,3.4993e-06,400,0.50995,2.9018e-05,400,0.2853,4.1594e-05,400,0.10965,3.0336e-05,1.0399e-05
400,0.27218,3.4993e-06,400,0.50995,2.9018e-05,400,0.2853,4.1594e-05,400,0.10965,3.0336e-05,400,-0.15947,1.0399e-05,-1.6163e-05
400,0.50995,2.9018e-05,400,0.2853,4.1594e-05,400,0.10965,3.0336e-05,400,-0.15947,1.0399e-05,400,-0.19499,-1.6163e-05,-2.0798e-05
400,0.2853,4.1594e-05,400,0.10965,3.0336e-05,400,-0.15947,1.0399e-05,400,-0.19499,-1.6163e-05,400,-0.47706,-2.0798e-05,-6.6071e-05
400,0.10965,3.0336e-05,400,-0.15947,1.0399e-05,400,-0.19499,-1.6163e-05,400,-0.47706,-2.0798e-05,400,-0.50296,-6.6071e-05,-7.0686e-05
400,-0.15947,1.0399e-05,400,-0.19499,-1.6163e-05,400,-0.47706,-2.0798e-05,400,-0.50296,-6.6071e-05,400,-0.41347,-7.0686e-05,-5.5725e-05
400,-0.19499,-1.6163e-05,400,-0.47706,-2.0798e-05,400,-0.50296,-6.6071e-05,400,-0.41347,-7.0686e-05,400,-0.54638,-5.5725e-05,-7.8391e-05
400,-0.47706,-2.0798e-05,400,-0.50296,-6.6071e-05,400,-0.41347,-7.0686e-05,400,-0.54638,-5.5725e-05,400,-0.44063,-7.8391e-05,-6.0076e-05
400,-0.50296,-6.6071e-05,400,-0.41347,-7.0686e-05,400,-0.54638,-5.5725e-05,400,-0.44063,-7.8391e-05,400,-0.38611,-6.0076e-05,-5.097e-05
400,-0.41347,-7.0686e-05,400,-0.54638,-5.5725e-05,400,-0.44063,-7.8391e-05,400,-0.38611,-6.0076e-05,400,-0.67172,-5.097e-05,-0.00010264
400,-0.54638,-5.5725e-05,400,-0.44063,-7.8391e-05,400,-0.38611,-6.0076e-05,400,-0.67172,-5.097e-05,400,-0.63641,-0.00010264,-9.5282e-05
400,-0.44063,-7.8391e-05,400,-0.38611,-6.0076e-05,400,-0.67172,-5.097e-05,400,-0.63641,-0.00010264,400,-0.78086,-9.5282e-05,-0.00012562
